id,sura,aya,translation,footnotes
5112,58,8,"Have you not seen those who were forbidden from holding secret talks, yet they go back to do what they were forbidden from, conspiring in sin and aggression, and in disobedience to the Messenger? When they come to you, they greet you[5] other than the way Allah greets you, and they say to one another, “Why does Allah not punish us for what we say?” Sufficient is Hell for them; they will enter it. What a terrible destination!","[5] This is referring to the Jews who used to play with words while addressing the Prophet (ﷺ) to ridicule him, saying ""Asāmu ‘alaikum"" (death be upon you) instead of ""Asalamu ‘alaikum"" (peace be upon you)."
5113,58,9,"O you who believe, when you hold secret counsel, do not do so in sin and aggression, and in disobedience to the Messenger, rather do so in righteousness and piety. And fear Allah, to Whom you will be gathered.",
5114,58,10,"Secret talks are only prompted by Satan to grieve the believers, but he cannot harm them[6] in the least except with Allah’s permission. So let the believers put their trust in Allah.","[6] Referring to the sinful type of secret talks, as mentioned in the previous verses, or two persons speaking in private in the presence of a third, leading him to assume that he is the subject of their talk."
5115,58,11,"O you who believe, when you are told to make room in your gatherings, then make room; Allah will give you abundance[7]. And when you are told to rise, then rise; Allah will raise in ranks those who believed from among you and those who are given knowledge. And Allah is All-Aware of what you do.",[7] In this life or in the Hereafter.
5116,58,12,"O you who believe, when you consult the Messenger in private, give something in charity before your consultation; that is better for you and more conducive to purity. But if you do not have the means, then Allah is All-Forgiving, Most Merciful.",
5117,58,13,"Are you afraid of giving charities before your consultations with him? If you are unable to do so, and Allah has pardoned you, then establish prayer and give zakah, and obey Allah and His Messenger. And Allah is All-Aware of what you do.",
5118,58,14,"Do you not see those [hypocrites] who take as allies people who have incurred Allah’s wrath? They are neither of you nor of them, and they swear falsely while they know.",
5119,58,15,Allah has prepared for them a severe punishment. Evil is indeed what they do.,
5120,58,16,"They have taken their oaths as a shield, in order to hinder people from the way of Allah. For them there will be a humiliating punishment.",
5121,58,17,Neither their wealth nor their children will avail them anything against Allah. They are the people of the Fire; they will abide therein forever.,
5122,58,18,"On the Day when Allah will raise them all, they will swear to Him as they swear to you, thinking that they have something to stand on[8]. Indeed, it is they who are the liars.",[8] Thinking that their lies will be believed and that they will escape punishment.
5123,58,19,"Satan has taken hold of them and has thus caused them to forget the remembrance of Allah. They are the party of Satan. Indeed, the party of Satan will be the losers.",
5124,58,20,"Indeed, those who oppose Allah and His Messenger, they are among the most debased.",
5125,58,21,"Allah has decreed, “I and My messengers will surely prevail.” Indeed, Allah is All-Powerful, All-Mighty.",
5126,58,22,"You will not find any people who believe in Allah and the Last Day taking as allies those who oppose Allah and His Messenger, even if they were their parents, their children, their brothers, or their kindred. It is they in whose hearts Allah has instilled faith and strengthened them with a spirit[9] from Him. He will admit them to gardens under which rivers flow, abiding therein forever. Allah is pleased with them and they are pleased with Allah. They are the party of Allah. Indeed, it is the party of Allah that will be successful.","[9] Spirit here means His revelation, light, or His help."
5127,59,1,"All that is in the heavens and all that is on earth glorifies Allah, for He is the All-Mighty, the All-Wise.",
5128,59,2,"It is He Who expelled the disbelievers of the People of the Book[1] from their homes as the first banishment[2]. You did not think that they would leave, and they thought that their fortresses would protect them from Allah. But [the punishment of] Allah came upon them from where they did not expect and He cast dread in their hearts, destroying their homes with their own hands[3] and the hands of the believers. So take a lesson, O you people of insight.","[1] It refers to the Jews of Banū Nadīr, who broke their pact with the Prophet (ﷺ).
 [2] This was the first time ever that they were gathered and expelled from Madinah to the Levant.
 [3] In order that the believers do not benefit from their homes."
5129,59,3,"Had Allah not decreed exile for them, He would have surely punished them in this world. And in the Hereafter, there will be for them the punishment of the Fire.",
5130,59,4,"That is because they opposed Allah and His Messenger. And whoever opposes Allah, Allah is truly severe in punishment.",
5131,59,5,"Whatever palm trees you cut down[4] or left standing on their trunks[5], it was by Allah’s Will, so that He might disgrace the evildoers[6].","[4] To enrage the enemies of Allah.
 [5] To benefit from them.
 [6] When the Muslim army was about to enter the fort of Banū Nadīr, they cut down some of their palm trees, so the Jews were terrified and alleged that this was corruption. So the Muslims disagreed about it; some of them said not to cut the trees, for these are gains that Allah has bestowed upon us, while some others said that we cut them off to enrage them. Hence, this verse was revealed to appease both parties of the Muslims, proclaiming that all this happened by the will of Allah. They were treated as such for their betrayal as they broke their pact with the Prophet (ﷺ)."
5132,59,6,"Whatever gains Allah has bestowed upon His Messenger from them, you did not spur on any horses or camels for that[7], but Allah gives authority to His messengers over whom He wills, and Allah is Most Capable of all things.","[7] i.e., they went through no hardship (i.e., war) to gain it."
5133,59,7,"Whatever gains Allah has bestowed upon His Messenger from the people of the towns belongs to Allah and the Messenger, and to his close relatives[8], orphans, the needy, and stranded wayfarers[9], so that wealth should not circulate only among those of you who are rich. Whatever the Messenger gives you, accept it, and whatever he forbids you, refrain from it. And fear Allah; indeed, Allah is severe in punishment.","[8] Those of Banū Hāshim and Banū Muttalib, the close relatives of the Prophet (ﷺ), as compensation for them being prohibited from accepting zakah.
 [9] This ruling concerning properties abandoned by disbelievers without engaging in war varies from that in Surat al-Anfāl, verse 41, which refers to spoils of war in which four-fifths is distributed among those believers who participated in the war."
5134,59,8,"For the poor emigrants [there is a due share] who were driven out of their homes and their properties, seeking Allah’s bounty and pleasure, and helping the cause of Allah and His Messenger. It is they who are the truthful.",
5135,59,9,"As for those who were settled in the city [of Madinah][10] and embraced Islam before them, they love those who migrated to them and find no covetous desire in their hearts for what they were given. Rather they give them preference over themselves even though they may be in dire need. Whoever is protected from the covetousness of their souls, it is they who are successful.","[10] Referring to the dwellers of Madinah, Ansār (the Helpers) who helped the believers and the Islamic cause since the inception of the Prophet’s mission."
5136,59,10,"And those who came after them say, “Our Lord, forgive us and our brethren who preceded us in faith, and do not let there be any ill feelings in our hearts towards those who believe. Our Lord, indeed, You are All-Gracious, Most Merciful.”",
5137,59,11,"Have you not seen the hypocrites who say to their fellow disbelievers from the People of the Book[11], “If you are expelled, we will surely leave with you, and we will never obey anyone concerning you, and if you are attacked, we will surely come to your aid.” But Allah bears witness that they are truly liars.","[11] i.e., the Jews of Banu Nadīr."
5138,59,12,"If they are expelled, they will not leave with them, and if they are attacked, they will not come to their aid. Even if they come to their help, they will certainly turn and flee, then they will not be helped.",
5139,59,13,"Indeed, your fear in their hearts is greater than their fear of Allah. That is because they are a people devoid of understanding.",
5140,59,14,"They will not fight you all together but in fortified towns or from behind walls. Their valor among themselves is great; you think they are united, but their hearts are divided. That is because they are people who do not understand.",
5141,59,15,"They are like those who were shortly before them[12], who tasted the evil consequence of their deeds, and for them there will be a painful punishment.",[12] Referring to the defeat of the pagans of Makkah at the Battle of Badr or the exile of the Jews of Banu Qaynuqā‘.
5142,59,16,"They are like Satan when he says to man, “Disbelieve,” then when he disbelieves, he says, “I have nothing to do with you. I surely fear Allah, the Lord of the worlds.”",
5143,59,17,"So they will both end up in the Fire, abiding therein forever. That is the recompense of the wrongdoers.",
5144,59,18,"O you who believe, fear Allah, and let every soul consider what it has sent forth for tomorrow[13]. And fear Allah. Indeed, Allah is All-Aware of what you do.","[13] i.e., for the Hereafter."
5145,59,19,"Do not be like those who forgot Allah, so He made them forget themselves. It is they who are the evildoers.",
5146,59,20,The people of Hell and the people of Paradise are not equal. It is the people of Paradise who will triumph.,
5147,59,21,"Had We sent down this Qur’an upon a mountain, you would have seen it humbled and break asunder out of awe of Allah[14]. Such are the similitudes We set forth for people so that they may reflect.","[14] i.e., The disbelievers’ hearts are harder than the mountains in regard to the Qur’an."
5148,59,22,"He is Allah; none has the right to be worshiped except Him, Knower of the unseen and the seen; He is the Most Compassionate, the Most Merciful.",
5149,59,23,"He is Allah; none has the right to be worshiped except Him, the Sovereign[15], the Most Holy[16], the Most Perfect[17], the Granter of Security[18], the Watcher over all, the All-Mighty, the Compeller[19], the Supreme[20]. Glory be to Allah far above what they associate with Him.","[15] i.e., the Owner of everything in existence.
 [16] i.e., Transcendent above any imperfection and attributes related to His creation.
 [17] Lit., ""Free"" from any fault. It also means, ""Peace"" or ""Soundness.""
 [18] And grants safety; reassurance; bestows faith.
 [19] Who compels the creation according to His will. Also, ""the Amender"" or ""the Rectifier"" Who restores, or sets something right once again.
 [20] i.e., the Complete and Perfect in His essence, attributes, and actions."
5150,59,24,"He is Allah, the Creator[21], the Maker[22], the Fashioner[23]. He has the most beautiful names. All that is in the heavens and earth glorifies Him, for He is the All-Mighty, the All-Wise.","[21] i.e., the Creator of everything. [22] i.e., the Inventor of everything.
 [23] i.e., He Who gave everything its form."
5151,60,1,"O you who believe, do not take My enemies and your enemies as allies, offering them friendship even though they rejected the truth that has come to you, and they have driven out the Messenger and yourselves [from Makkah] simply because you believe in Allah, your Lord – if you have emigrated[1] to struggle in My cause and seek My pleasure. How can you disclose secrets [of the believers], showing them friendship, when I know best all that you conceal and all that you reveal? Whoever among you does that has truly strayed from the straight path.",[1] From Makkah.
5152,60,2,"If they gain the upper hand over you, they would be your [open] enemies and would stretch their hands and tongues towards you to harm you, and they wish that you too would disbelieve.",
5153,60,3,"Neither your relatives nor your children will benefit you on the Day of Resurrection; He will judge between you, and Allah is All-Seeing of what you do.",
5154,60,4,"Indeed, you have a good example[2] in Abraham and those with him, when they said to their people, “We dissociate ourselves from you and whatever you worship besides Allah. We renounce you, and the enmity and hatred have arisen between us and you forever until you believe in Allah alone”, except for Abraham when he said to his father, “I will seek forgiveness for you, but I cannot protect you from Allah in the least.” “Our Lord, in You we put our trust and to You we turn, and to You is the final return.”",[2] To be followed.
5155,60,5,"Our Lord, do not make us subject to the persecution of those who disbelieve; and forgive us, our Lord. Indeed, You are the All-Mighty, the All-Wise.”",
5156,60,6,"You certainly have a good example in them, for those who look forward with hope to Allah and the Last Day. But whoever turns away, Allah is indeed the Self-Sufficient, the Praiseworthy.",
5157,60,7,"It may be that Allah will bring about affection between you and those of them whom you hold as enemies. Allah is Most Capable[3], and Allah is All-Forgiving, Most Merciful.",[3] To accomplish this or whatever He wills.
5158,60,8,"Allah does not forbid you from being kind and just to those who did not fight against you nor did they drive you out of your homes. Indeed, Allah loves those who are just.",
5159,60,9,"Allah only forbids you from taking as allies those who fought against you on account of your religion and drove you out of your homes or helped others in driving you out. Whoever takes them as allies, it is they who are the wrongdoers.",
5160,60,10,"O you who believe, when the believing women come to you as migrants, test their sincerity, although Allah knows best about their faith. Then if you find them to be believers, do not send them back to the disbelievers; they are not lawful [wives] for them, nor are they lawful [husbands] for them. But give the disbelievers whatever [dowries] they have spent[4]. And there is no blame on you if you marry them, as long as you give them their dowries. Do not hold on to the marriage ties with the disbelieving women[5]; ask for repayment of whatever [dowries] you have spent, and let the disbelievers ask for repayment of whatever [dowries] they have spent[6]. This is the ruling of Allah that He judges between you, and Allah is All-Knowing, All-Wise.","[4] i.e., compensate for their loss. [5] i.e., do not stop them from joining the disbelievers.
 [6] If a disbelieving wife opted to join the disbelievers, a Muslim husband could demand in return the equivalent of her dowries. Similarly, the disbelievers had a similar right if a believing woman joined the Muslims. This and the following verses were revealed after the Treaty of al-Hudaybiyyah."
5161,60,11,"If any of your wives desert you and join the disbelievers [without returning your dowries], and later you take spoils from them, then give to those whose wives have deserted them the equivalent of what they had spent. And fear Allah, in Whom you believe.",
5162,60,12,"O Prophet, when the believing women come to you, pledging to you that they will not associate anything with Allah, that they will not steal, that they will not commit fornication, that they will not kill their children, that they will not falsely attribute [illegitimate] children to their husbands between their arms and their legs[7], that they will not disobey you in what is right, then accept their pledge and ask Allah to forgive them. Indeed, Allah is All-Forgiving, Most Merciful.","[7] It is alluding to falsely attributing a child, whether adopted or born of adultery, to the husband."
5163,60,13,"O you who believe, do not take as allies a people whom Allah is displeased with. They have lost hope in the Hereafter, just as the disbelievers have lost hope in those who are in the graves.",
5164,61,1,"All that is in the heavens and all that is on earth glorifies Allah, for He is the All-Mighty, the All-Wise.",
5165,61,2,"O you who believe, why do you say what you do not do?",
5166,61,3,It is most loathsome to Allah that you say what you do not do.,
5167,61,4,"Indeed, Allah loves those who fight in His way in firm ranks, as if they were a solid structure.",
5168,61,5,"And [remember] when Moses said to his people, “O my people, why do you hurt me when you know that I am a messenger of Allah to you?” So when they chose to deviate, Allah caused their hearts to deviate, for Allah does not guide the rebellious people.",
5169,61,6,"And [remember] when Jesus, son of Mary, said, “O Children of Israel, I am truly a messenger of Allah to you, confirming the Torah which came before me, and giving glad tidings of a messenger after me whose name will be Ahmad[1].” But when he came to them with clear proofs, they said, “This is clear magic.”","[1] Another name of Prophet Muhammad (ﷺ). Both are derived from ""hamd"" which means praise. Some scholars believe that this verse refers to John 14:16, where Jesus says: “And I will ask the Father, and he will give you another Paraclete, to be with you forever.” Paraclete in Greek means ‘the praised one.’ Prophet Muhammad's (ﷺ) name is mentioned several times in the Gospel of Barnabas, which the Christian authorities deem as apocryphal Bible."
5170,61,7,Who could be more wrong than the one who fabricates lies against Allah when invited to Islam? And Allah does not guide the wrongdoing people.,
5171,61,8,"They wish to extinguish the light of Allah with their mouths, but Allah will complete His light, even though the disbelievers dislike it.",
5172,61,9,"It is He Who has sent His Messenger with guidance and the religion of truth, so that He may make it prevail over all religions, even though the polytheists may dislike it.",
5173,61,10,"O you who believe, shall I tell you about a trade that will save you from a painful punishment?",
5174,61,11,"It is to believe in Allah and His Messenger and to struggle in the way of Allah with your wealth and your lives. That is better for you, if only you knew.",
5175,61,12,"He will forgive you your sins and admit you to gardens under which rivers flow, and pleasant dwellings in Gardens of Eternity. That is the supreme triumph.",
5176,61,13,And [He will grant you] another favor that you love: help from Allah [against your enemies] and an imminent conquest. Give glad tidings to the believers.,
5177,61,14,"O you who believe, be supporters of Allah’s cause, as Jesus, son of Mary, said to the disciples, “Who will be my supporters for Allah’s cause?” The disciples said, “We are the supporters of Allah’s cause.” Then a group of the Children of Israel believed and another disbelieved. We then supported those who believed against their enemies, so they prevailed.",
5178,62,1,"All that is in the heavens and all that is on earth glorifies Allah, the Sovereign, the Most Holy, the All-Mighty, the All-Wise.",
5179,62,2,"It is He Who has sent among the unlettered [Arabs] a messenger from among themselves, reciting to them His verses and purifying them, and teaching them the Book and Wisdom [i.e., Sunnah], although before that they were clearly misguided.",
5180,62,3,"And [he is also sent] to others of them who have not yet joined them, and He is the All-Mighty, the All-Wise.",
5181,62,4,"That is the bounty of Allah that He gives to whom He wills, for Allah is the Lord of great bounty.",
5182,62,5,"The similitude of those who were given the Torah but failed to uphold it[1], is like that of a donkey laden with books[2]. How terrible is the similitude of those who reject the verses of Allah! And Allah does not guide the wrongdoing people.","[1] i.e., did not put its teachings into practice.
 [2] i.e., They carry the physical burden of the books but are unaware of their contents and do not benefit from them."
5183,62,6,"Say, “O you who are Jews, if you claim that you alone are Allah’s allies apart from all other people, then wish for death, if you are truthful.",
5184,62,7,But they will never wish for it because of what their hands have sent forth[3]. And Allah is All-Knowing of the wrongdoers.,"[3] Such as disobedience to Allah, distorting of the scriptures, killing of the prophets, claiming to have killed Jesus, accusing Mary of adultery, devouring peoples' wealth unlawfully and usury, etc. See 4:153-158."
5185,62,8,"Say, “The death from which you run away will surely overcome you, then you will be brought back to the Knower of the unseen and the seen, and He will inform you of what you used to do.”",
5186,62,9,"O you who believe, when the call for prayer is made on Friday, then hasten to the remembrance of Allah and leave off trading. That is better for you, if only you knew.",
5187,62,10,"When the prayer is over, disperse in the land and seek from the bounty of Allah, and remember Allah much so that you may be successful.",
5188,62,11,"When they see some merchandise or amusement, they rush towards it and leave you standing. Say, “That which is with Allah is better than amusement and merchandise, and Allah is the Best of Providers.”",
5189,63,1,"When the hypocrites come to you, they say, “We bear witness that you are indeed the Messenger of Allah” And Allah knows that you are indeed His Messenger, and Allah bears witness that the hypocrites are truly liars.",
5190,63,2,They have taken their oaths as a shield in order to hinder people from the way of Allah. Evil indeed is what they do!,
5191,63,3,"That is because they believed, then disbelieved; therefore their hearts have been sealed, so they do not understand.",
5192,63,4,"When you see them, their outward appearance pleases you, and when they speak, you listen to what they say. But they are like planks of wood leaned [against the wall][1]. They deem every cry to be against them. They are the enemy, so beware of them. May Allah destroy them; how are they deluded?",[1] They are like bodies with empty minds and hearts.
5193,63,5,"When it is said to them, “Come, so that the Messenger of Allah may seek forgiveness for you”, they shake their heads, and you see them turning away in arrogance.",
5194,63,6,"It is the same to them whether you seek forgiveness for them or not, Allah will never forgive them. Indeed, Allah does not guide the wicked people.",
5195,63,7,"They are those who say, “Do not spend on those who are with Allah’s Messenger so that they may desert him. But to Allah belong the treasures of the heavens and earth, but the hypocrites do not understand.",
5196,63,8,"They[2] say, “When we return to Madinah, the mightier will surely expel the weaker therefrom.” In fact, all might belongs to Allah and to His Messenger, and to the believers, but the hypocrites do not know.","[2] Referring to the notorious head of the hypocrites in Madinah, Abdullah ibn ’Ubayy, who uttered such words about the Prophet (عليه السلام) and his Companions."
5197,63,9,"O you who believe, do not let your wealth and your children distract you from Allah’s remembrance. For whoever does that, it is they who are the losers.",
5198,63,10,"And spend from what We have provided for you before death comes to one of you, then he would say, “My Lord, If only You had delayed me for a short while, so that I would give in charity and be one of the righteous.”",
5199,63,11,"But Allah will never delay a soul when its appointed time comes, and Allah is All-Aware of what you do.",
5200,64,1,"All that is in the heavens and all that is in the earth glorifies Allah. To Him belongs the dominion, and to Him belongs all praise, and He is Most Capable of all things.",
5201,64,2,"It is He Who created you, yet some of you are disbelievers and some of you are believers. And Allah is All-Seeing of what you do.",
5202,64,3,"He created the heavens and earth for a true purpose, He shaped you and perfected your form. And to Him is the final return.",
5203,64,4,"He knows all that is in the heavens and earth, and He knows whatever you conceal and whatever you reveal. And Allah is All-Knowing of what is in the hearts.",
5204,64,5,"Has there not come to you the stories of those who disbelieved before you? They tasted the evil consequence of their deeds, and for them there will be a painful punishment.",
5205,64,6,"That is because their messengers came to them with clear proofs, but they said, “How can a human guide us?” Thus they disbelieved and turned away, but Allah had no need for them, for Allah is Self-Sufficient, Praiseworthy.",
5206,64,7,"The disbelievers claim that they will never be resurrected. Say, “Yes, by my Lord, you will surely be resurrected, then you will surely be informed of what you did. And that is easy for Allah.”",
5207,64,8,"So believe in Allah and His Messenger, and in the Light [i.e., the Qur’an] that We have sent down. And Allah is All-Aware of what you do.",
5208,64,9,"When He will gather you for the Gathering Day; that is the Day of great loss[1]. But whoever believes in Allah and does righteous deeds, He will absolve them of their bad deeds and will admit them to gardens under which rivers flow, abiding therein forever. That is the supreme triumph.","[1] ""At-Taghābun"" denotes being outdone by others in acquiring something valuable. On the Day of Judgment, the disbelievers will suffer the great loss of Paradise to the believers."
5209,64,10,"As for those who disbelieve and reject Our verses, they will be the people of the Fire, abiding therein forever. What a terrible destination!",
5210,64,11,"No calamity befalls except with Allah’s permission. Whoever believes in Allah, He will guide his heart. And Allah is All-Knowing of everything.",
5211,64,12,"Obey Allah and obey the Messenger, but if you turn away, then the duty of Our Messenger is only to convey the message clearly.",
5212,64,13,"Allah, none has the right to be worshiped except Him. So in Allah let the believers put their trust.",
5213,64,14,"O you who believe, indeed, among your wives and your children are some who are enemies[2] to you, so beware of them. But if you pardon and overlook, and forgive, then Allah is indeed All-Forgiving, Most Merciful.","[2] Some early Muslims were prevented from emigrating to Madinah by their spouses and children, so they were deprived of the honor of joining the Prophet (ﷺ) and the believers in Jihad and other meritorious deeds."
5214,64,15,"Your wealth and your children are but a trial, and with Allah is a great reward.",
5215,64,16,"So fear Allah as much as you can, listen and obey, and spend in charity; that is better for your souls. Whoever is protected from the stinginess of his soul, it is they who are successful.",
5216,64,17,"If you lend Allah a goodly loan, He will multiply it for you and forgive you, for Allah is Most Appreciative[3], Most Forbearing,",[3] Who gives much in return for a little work.
5217,64,18,"Knower of the unseen and the seen, the All-Mighty, the All-Wise.",
5218,65,1,"O Prophet, when you [believers] divorce women, divorce them with concern to their waiting period and keep an accurate count of the waiting period[1], and fear Allah, your Lord. Do not force them out of their houses, nor should they leave unless they commit a clear shameful act. Such are the limits ordained by Allah. Whoever transgresses the limits ordained by Allah has truly wronged himself. You never know, perhaps Allah will bring about a change [of heart] later[2].","[1] A wife should only be divorced after the completion of her monthly cycle and before sexual intercourse after purity, or else during a confirmed pregnancy. Her waiting period (‘iddah) begins with the pronouncement of divorce. See 2:228-233.
 [2] Such as regret for divorcing or renewed desire for the wife."
5219,65,2,"Then when they have approached the end of their waiting period, either retain them honorably or part with them honorably[3]. Call two just men from among yourselves as witnesses, and give true testimony for the sake of Allah. This is an exhortation for those who believe in Allah and the Last Day. Whoever fears Allah, He will make a way out for him[4],","[3] A husband may return to his wife after the first or the second divorce (revocable divorce) or at the end of her waiting period with dignity. If he divorces her a third time, the marriage is terminated at the end of her third waiting period (Irrevocable divorce). The wife will have to marry and get divorced by another man before she can remarry her ex-husband. See 2:230.
 [4] i.e., relief from distress and inconvenience."
5220,65,3,"and He will provide for him from where he does not expect. Whoever puts his trust in Allah, He is sufficient for him. Indeed, Allah will surely accomplish His purpose, for Allah has set a destiny for everything.",
5221,65,4,"As for those women from among you who reached their menopause, in case you doubt, their waiting period is three months, as well as of those who have not yet menstruated. As for pregnant women, their waiting period ends with delivery[5]. And whoever fears Allah, He will make his matters easy for him.",[5] This ruling for the waiting period of pregnant women applies also in case the husband dies.
5222,65,5,"This is the commandment of Allah that He has sent down to you. Whoever fears Allah, He will absolve him of his bad deeds and will reward him immensely.",
5223,65,6,"Let them live where you live [during their waiting period], according to your means, and do not harass them to make their stay unbearable[6]. If they are pregnant, maintain them until they deliver, and if they suckle your child, compensate them, and graciously settle the question of compensation by mutual understanding. But if you fail to reach an agreement, then another woman may suckle the child.",[6] By compelling them to leave or to ransom themselves.
5224,65,7,"Let the wealthy man spend according to his means. As for the one with limited resources, he should spend according to whatever Allah has given him. Allah does not burden any soul beyond what He has given him. Allah will bring about ease after hardship.",
5225,65,8,"And [imagine] how many towns rebelled against the commandments of their Lord and His messengers, so We called them to a severe account and punished them with a horrendous punishment.",
5226,65,9,"Thus they tasted the evil consequence of their deeds, and the outcome of their deeds was a total loss.",
5227,65,10,"Allah has prepared for them a severe punishment. So fear Allah O people of understanding who have faith. Allah has sent down to you a Reminder[7],","[7] i.e., the Qur’an or the Prophet (ﷺ), for he is mentioned in the next verse."
5228,65,11,"a Messenger who recites to you the clear verses of Allah, so that He may bring those who believe and do righteous deeds out of the depths of darkness into the light. Whoever believes in Allah and does righteous deeds, He will admit him to gardens under which rivers flow, abiding therein forever. Allah has prepared for him a good provision.",
5229,65,12,"Allah is the One who has created seven heavens, and likewise for the earth[8]. The Command descends between them so that you may know that Allah is Most Capable of all things and that Allah has encompassed everything in knowledge.","[8] i.e., seven earths."
5230,66,1,"O Prophet, why do you prohibit [yourself from] what Allah has made lawful to you, seeking to please your wives? Allah is All-Forgiving, Most Merciful.",
5231,66,2,"Allah has ordained for you the way to absolve yourselves from your oaths[1]. Allah is your Guardian, and He is the All-Knowing, the All-Wise.",[1] By way of expiation. This is when one is unable to fulfill an oath or has taken an oath that is not pleasing to Allah. See 5:89.
5232,66,3,"And [remember] when the Prophet told one of his wives something in secret. Then when she disclosed it [to another wife], and Allah made it known to him, he told [the disclosing wife] part of what was disclosed and overlooked a part. When he informed her of that, she said, “Who informed you of this?” He said, “I was informed by the All-Knowing, the All-Aware.",
5233,66,4,"You both had better turn to Allah in repentance, for your hearts have faltered. But if you insist on conspiring against him, then indeed Allah is his Protector, as well as Gabriel and the righteous believers, and moreover, the angels are his supporters.",
5234,66,5,"Perhaps, if he were to divorce you all, his Lord would replace you with better wives who are submissive to Allah, who are believers, obedient, repentant, devout in worship and fasting[2] – previously married and virgins.","[2] i.e., emigrating for Allah's cause, or given to fasting."
5235,66,6,"O you who believe, protect yourselves and your families from a Fire whose fuel is people and stones, and is overseen by rigorous and stern angels, who never disobey whatever Allah commands and do whatever they are commanded.",
5236,66,7,"“O you who disbelieve, make no excuses this Day. You will only be recompensed for what you used to do.”",
5237,66,8,"O you who believe, turn to Allah in sincere repentance. It may be that your Lord will absolve you of your bad deeds and admit you to gardens under which rivers flow, on the Day when Allah will not disgrace the Prophet and those who believed with him. Their light will stream ahead of them and on their right. They will say, “Our Lord, complete our light for us and forgive us, for You are Most Capable of all things.”",
5238,66,9,"O Prophet, strive [i.e., fight] against the disbelievers and the hypocrites, and be harsh with them. Their abode will be Hell. What a terrible destination!",
5239,66,10,"Allah sets forth an example for the disbelievers: the wife of Noah and the wife of Lot, who were under two of Our righteous slaves, but they betrayed them[3]. Their husbands could not avail them anything against Allah, and they both were told, “Enter the Fire along with those who enter!”","[3] In the matter of religion, for they both were disbelievers."
5240,66,11,"And Allah sets forth an example for the believers: the wife of Pharaoh, who said, “My Lord, build for me a house in Paradise near You, save me from Pharaoh and his [evil] deeds, and save me from the wrongdoing people.”",
5241,66,12,"Also [the example of] Mary, daughter of ‘Imrān who guarded her chastity, so We breathed into her through Our angel [Gabriel][4], and she firmly believed in the words of her Lord and His Scriptures and was one of the obedient.",[4] Gabriel breathed into the garment of Mary so she conceived Jesus.
5242,67,1,"Blessed is He in Whose Hand is the dominion, and He is Most Capable of all things.",
5243,67,2,"Who created death and life to test you as to which of you is best in deeds, and He is the All-Mighty, the Most Forgiving.",
5244,67,3,Who created seven heavens one above another; you will not see any imperfection[1] in the creation of the Most Compassionate. Look again; can you see any flaw?,"[1] All parts of the universe are well connected and in perfect harmony and coordination. There is no indiscipline, disorder and discordance in the universe, and nothing is disjointed and out of proportion in the creation of Allah. As for birth defects, genetic mutations and other things that we see in the world are part of this great creation, for perfection cannot be noticed except if the opposite is seen, also as a test for humans."
5245,67,4,Then look again and again; your sight will turn back to you humbled and weary.,
5246,67,5,"We have adorned the lowest heaven with lamps and have made them as missiles to stone the devils[2], and We have prepared for them the punishment of the Blazing Fire.",[2] Preventing them thereby from eavesdropping in the heavens. See 72:8-10.
5247,67,6,For those who disbelieve in their Lord there will be the punishment of Hell. What a terrible destination!,
5248,67,7,"When they are thrown in it, they will hear its roaring as it boils up,",
5249,67,8,"almost bursting in fury. Every time a group is thrown in it, its keepers will ask them, “Did there not come to you a warner?”",
5250,67,9,"They will say, “Yes, a warner did come to us, but we denied and said, ‘Allah has not sent down anything; you are greatly misguided.’”",
5251,67,10,"And they will say, “If only we had listened or understood, we would not be among the dwellers of the Blazing Fire.”",
5252,67,11,Thus they will confess their sins. So away[3] with the dwellers of the Blazing Fire!,[3] Away from all good and from the mercy of Allah.
5253,67,12,"Indeed, those who fear their Lord unseen will have forgiveness and a great reward.",
5254,67,13,"Whether you speak secretly or openly, He is All-Knowing of that which is in the hearts.",
5255,67,14,"Does He not know His Own creation[4], when He is the Most Subtle, the All-Aware?",[4] Or does He not know those whom He created?
5256,67,15,"It is He Who made the earth smooth[5] for you, so travel through its regions and eat from His provisions. And to Him is the resurrection.","[5] i.e., subservient and stable."
5257,67,16,"Do you feel secure that He Who is above heaven will not cause the earth to sink with you, and then suddenly convulse[6]?",[6] In a circular motion.
5258,67,17,Do you feel secure that He Who is in heaven will not send against you a storm of stones? Only then would you know how [serious] My warning was!,
5259,67,18,Those who came before them rejected [the messengers]; then how severe was My response!,
5260,67,19,"Do they not see the birds above them, spreading out and folding in their wings? None holds them up except the Most Compassionate. He is indeed All-Seeing of everything.",
5261,67,20,Which is your army that can come to your aid against the Most Compassionate? The disbelievers are in utter delusion.,
5262,67,21,Who is there to give you provision if He withholds His provision? Yet they persist in arrogance and aversion.,
5263,67,22,Who is better guided: the one who walks stumbling and falling on his face or the one who walks upright on a straight path?,
5264,67,23,"Say, “It is He Who brought you into being and gave you hearing, sight, and hearts; little do you give thanks.”",
5265,67,24,"Say, “It is He Who has dispersed you throughout the earth, and to Him you will be gathered.”",
5266,67,25,"They say: “When will this promise come to pass, if you are truthful?”",
5267,67,26,"Say, “That knowledge is with Allah alone, and I am only a clear warner.”",
